Beam_Type,beam_width,beam_height,beam_length,flange_width,flange_height,web_thickness,concrete_compressive_strength,concrete_modulus_of_elasticity,yield_strength_of_reinforcement,prestressing_strength,steel_modulus_of_elasticity,area_of_steel_reinforcement,area_of_prime_reinforcement,area_of_prestressing_reinforcement,number_of_strands,axial_load,bond_condition,Cracking Load,Ultimate Moment,Ultimate Load,Axial Displacement
Rectangular RC,580,414,6073,953,0,168,49,32900,463,1804,200000,1837,878,561,8,0.7084308,B,81.184572,192.6520725,292.4940091,7.00113573
Rectangular RC,244,695,7210,244,0,319,26,23965.39171,490,1711,200000,4029,327,678,3,0.8120406,U,70.1120877,503.2128709,907.0411997,6.704903899
Rectangular PC,333,1069,7576,925,135,259,49,32900,458,1798,200000,799,470,745,9,0.937657,U,310.773854,193.8502632,367.1523985,14.00808174
Rectangular RC,220,956,8076,220,0,292,34,27405.47391,424,1849,200000,2544,48,620,5,0.802466,U,136.7806658,437.3783526,883.066894,15.35680337
Prestressed T-Beam,321,1102,4024,321,0,335,29,25310.27459,468,1700,200000,3571,137,836,9,0.99484,U,244.9142248,1568.055715,1577.464049,12.50285996
Prestressed T-Beam,269,821,9474,269,0,163,31,26168.49251,467,1682,200000,4403,104,588,1,0.6923112,B,117.7785575,541.2492537,1281.948857,20.75030981
Rectangular RC,551,1179,8696,551,269,197,39,29351.49059,443,1821,200000,3186,631,879,5,1.1204613,B,558.0309697,706.2603733,1535.410052,18.30569072
Prestressed T-Beam,560,513,3941,822,0,221,44,31176.27303,442,1890,200000,2314,976,165,4,0.218295,U,114.0501564,452.6975355,446.0202469,16.30844351
Rectangular RC,247,1044,8050,247,257,350,41,30094.68392,414,1755,200000,572,28,931,7,1.1437335,B,201.1113904,115.0498348,231.5377926,17.22288637
Prestressed T-Beam,238,982,8756,238,0,253,28,24870.06232,412,1698,200000,1554,304,398,1,0.4730628,U,141.6856079,255.3343313,558.9268512,20.26804013
Rectangular PC,486,832,3767,486,215,224,46,31876.95092,496,1852,200000,1914,690,977,3,1.2665828,U,266.2003532,760.6049182,716.2996817,17.15882425
Rectangular RC,209,314,5438,209,0,257,38,28972.74581,468,1825,200000,4794,178,543,5,0.6936825,B,14.81986236,157.3158735,213.87093,9.45490954
Rectangular PC,229,718,3833,229,267,259,41,30094.68392,469,1839,200000,2928,961,422,8,0.5432406,U,88.19076073,830.409337,795.7397471,13.12286609
Rectangular PC,443,667,5190,443,227,231,25,23500,444,1712,200000,2721,522,432,8,0.5177088,B,114.9667324,512.423302,664.8692343,7.72311576
Rectangular PC,473,937,9471,473,104,212,43,30819.96106,424,1743,200000,4496,839,130,3,0.158613,B,317.7030177,667.7331397,1581.025142,22.42568182
Rectangular RC,287,1152,8877,287,0,204,42,30459.48128,424,1842,200000,4300,916,267,5,0.3442698,B,287.9773227,830.1878256,1842.394332,9.372053571
Rectangular PC,443,1152,3627,443,0,181,38,28972.74581,409,1668,200000,732,992,204,9,0.2381904,U,422.8119685,359.5754378,326.0450283,17.00512786
Rectangular PC,580,512,3376,580,0,385,20,21019.03899,461,1803,200000,2321,817,939,2,1.1851119,B,79.32858413,513.7446943,433.600522,6.071286233
Prestressed T-Beam,528,999,6886,548,0,313,21,21538.10577,411,1611,200000,1958,454,121,7,0.1364517,U,281.7223718,422.4967633,727.3281779,11.35554222
Rectangular RC,214,983,3089,214,0,258,34,27405.47391,466,1692,200000,4294,872,860,7,1.018584,B,140.6718041,1991.875136,1538.225574,22.90009439
Rectangular PC,203,1058,5855,203,0,234,30,25742.9602,428,1657,200000,4072,216,224,2,0.2598176,U,145.2027329,996.7666559,1459.017193,20.88397938
Rectangular RC,390,304,8116,879,0,368,45,31528.55848,492,1894,200000,2065,8,819,6,1.0858302,B,28.20751455,108.8819642,220.9215053,6.860635652
Rectangular PC,367,530,4065,748,0,261,37,28588.98389,442,1861,200000,3861,873,518,8,0.6747986,B,73.15861164,677.7089142,688.7216841,16.16129844
Prestressed T-Beam,208,500,9066,208,0,255,20,21019.03899,487,1775,200000,2255,623,199,3,0.2472575,B,27.13095813,141.585995,320.9046577,12.68101475
Prestressed T-Beam,308,1184,4058,946,267,362,23,22540.40816,487,1607,200000,2822,554,804,9,0.9044196,B,241.5821427,1378.216616,1398.200757,7.702276136
Rectangular PC,336,701,6059,336,0,352,41,30094.68392,488,1669,200000,4601,677,863,8,1.0082429,U,123.3428648,819.1483389,1240.804946,21.36588238
Prestressed T-Beam,353,448,8613,1208,0,206,23,22540.40816,436,1654,200000,3716,346,426,3,0.4932228,B,39.64071151,209.2632385,450.5960682,22.39816571
Rectangular RC,587,883,7072,587,267,193,48,32562.55518,468,1660,200000,3672,555,533,7,0.619346,B,369.9362729,772.3732232,1365.555859,15.09149728
Prestressed T-Beam,408,791,5600,408,0,391,23,22540.40816,410,1853,200000,1102,692,724,8,0.9391004,U,142.8314476,229.1946343,320.8724881,8.798965783
Rectangular PC,471,525,7219,471,274,311,46,31876.95092,439,1706,200000,3715,699,139,1,0.1659938,U,102.7224146,386.9674798,698.3795591,13.39030292
Rectangular PC,342,885,5104,798,229,328,44,31176.27303,462,1751,200000,4023,841,467,3,0.5724019,U,207.2935434,1106.79314,1412.268047,5.650194957
Rectangular RC,298,1118,5853,1233,279,346,37,28588.98389,421,1883,200000,522,239,942,9,1.2416502,B,264.3306493,158.2640442,231.5798627,19.05257686
Rectangular RC,576,468,8575,576,0,241,20,21019.03899,414,1633,200000,3766,921,622,7,0.7110082,B,65.82274308,244.2872703,523.6908358,23.06522248
Prestressed T-Beam,507,1060,9378,507,219,393,26,23965.39171,408,1666,200000,4017,765,140,1,0.163268,U,338.88563,653.1723786,1531.362642,5.313766861
Rectangular PC,268,1091,5655,656,299,287,33,26999.44444,469,1881,200000,2891,474,103,5,0.1356201,U,213.7903286,909.4984966,1285.8035,18.09587714
Rectangular RC,446,451,9535,446,148,399,35,27805.57498,463,1790,200000,2434,823,572,3,0.716716,B,62.6136115,168.3182985,401.228744,6.778836087
Rectangular PC,460,523,4515,1473,286,261,34,27405.47391,489,1749,200000,4542,85,102,2,0.1248786,B,85.59481499,761.4291763,859.4631828,9.628401152
Rectangular PC,475,803,6017,475,137,289,24,23025.20358,405,1706,200000,1078,183,475,1,0.567245,U,175.0560443,211.2849293,317.825355,15.70618331
Prestressed T-Beam,278,1036,8950,278,0,318,32,26587.21497,495,1805,200000,3014,685,941,2,1.1889535,U,196.9183035,590.0029783,1320.131664,11.3980964
Prestressed T-Beam,345,849,8462,345,0,280,24,23025.20358,442,1636,200000,4767,752,296,1,0.3389792,U,142.1303698,644.2170099,1362.841084,5.117706042
Rectangular RC,310,343,7147,310,187,214,37,28588.98389,419,1730,200000,4638,403,943,6,1.141973,U,25.88198526,207.5603313,370.8584219,24.65507824
Prestressed T-Beam,457,996,4573,1266,218,250,48,32562.55518,498,1831,200000,1635,217,261,9,0.3345237,U,366.4395028,656.4161844,750.4478028,8.423726791
Rectangular PC,292,803,8597,292,177,189,41,30094.68392,442,1663,200000,1246,292,687,3,0.7997367,U,140.6541854,185.3770687,398.4216648,15.54679313
Rectangular RC,212,540,5536,212,126,390,24,23025.20358,461,1817,200000,4401,419,664,1,0.8445416,B,35.3326158,370.7930365,513.1775624,15.31275048
Prestressed T-Beam,459,1142,6926,459,173,342,24,23025.20358,466,1703,200000,1918,476,393,6,0.4684953,B,342.1348421,537.7559621,931.1244483,23.99013672
Rectangular RC,308,650,5052,308,0,354,25,23500,481,1657,200000,3708,629,562,6,0.6518638,U,75.90916667,651.351289,822.656678,20.41203252
Rectangular PC,529,1021,6796,527,0,251,33,26999.44444,498,1651,200000,3449,204,440,2,0.508508,B,369.5820889,920.5934936,1564.088346,16.1152074
Prestressed T-Beam,388,322,3631,871,293,356,21,21538.10577,451,1866,200000,4836,838,858,4,1.1207196,B,21.50799397,269.2030727,244.3690893,19.72808265
Prestressed T-Beam,294,935,4861,294,144,348,34,27405.47391,473,1864,200000,4137,714,103,5,0.1343944,U,174.8464425,1235.587188,1501.54733,21.93085453
Prestressed T-Beam,304,897,6952,304,260,179,35,27805.57498,499,1670,200000,3377,938,814,6,0.951566,U,168.8259808,728.4787859,1266.09613,11.46846197
Rectangular RC,207,342,4232,1064,0,365,24,23025.20358,493,1709,200000,1132,375,477,6,0.5706351,U,13.83805231,117.8506153,124.685951,7.423426668
Rectangular RC,266,765,5264,783,0,349,46,31876.95092,425,1745,200000,4830,887,685,2,0.8367275,U,123.1771673,957.4546823,1260.010362,21.2230697
Prestressed T-Beam,390,339,5047,390,0,344,35,27805.57498,493,1664,200000,4933,820,940,5,1.094912,B,30.93462212,350.2118954,441.879859,8.827169143
Rectangular PC,565,602,3535,565,0,356,20,21019.03899,430,1678,200000,1098,695,885,5,1.039521,B,106.8324573,280.4376307,247.8367562,11.82350496
Prestressed T-Beam,455,980,6533,1499,0,377,48,32562.55518,454,1736,200000,3702,939,402,2,0.4885104,B,353.2083455,907.8674328,1482.774485,22.62716884
Rectangular RC,208,474,9881,208,134,254,48,32562.55518,467,1771,200000,1395,194,510,7,0.632247,U,37.77351733,101.0373009,249.5873925,18.30218965
Rectangular PC,316,831,7825,316,0,192,27,24421.91639,456,1738,200000,1782,363,206,2,0.2506196,U,132.2871932,300.1039531,587.0783582,6.738747542
Prestressed T-Beam,466,760,6097,848,285,330,20,21019.03899,423,1730,200000,1462,546,383,1,0.463813,B,140.4348481,271.2139574,413.3978746,9.866426156
Rectangular RC,298,920,4275,298,282,355,26,23965.39171,464,1804,200000,1810,384,796,6,1.0051888,B,150.0463317,631.589992,675.0118039,8.106156002
Rectangular RC,497,492,9146,944,0,240,48,32562.55518,425,1860,200000,3898,681,685,1,0.89187,U,97.24202689,288.8365383,660.4247447,5.636215891
Rectangular PC,596,543,6073,596,0,179,25,23500,448,1759,200000,1470,960,837,4,1.0305981,B,102.509169,201.4830496,305.90164,9.337772145
Prestressed T-Beam,363,1135,4025,363,0,190,27,24421.91639,492,1749,200000,2639,992,858,4,1.0504494,U,283.4829998,1296.22477,1304.326175,17.95193723
Prestressed T-Beam,575,579,9293,575,0,193,24,23025.20358,437,1706,200000,1391,25,488,6,0.5827696,U,110.1735599,130.97672,304.2916648,5.279037636
Prestressed T-Beam,340,1039,5051,340,292,186,46,31876.95092,435,1625,200000,2775,874,503,5,0.5721625,B,290.4261499,899.6428308,1136.023985,24.24843193
Prestressed T-Beam,467,335,8616,1058,286,266,34,27405.47391,453,1666,200000,3681,623,922,4,1.0752364,B,35.6527261,170.8708634,368.0558397,9.671784587
Prestressed T-Beam,236,856,6621,919,244,398,41,30094.68392,408,1781,200000,2828,450,193,6,0.2406131,B,129.1808835,511.1994923,846.1629596,10.83648524
Rectangular RC,273,1197,8990,273,0,283,39,29351.49059,441,1726,200000,3097,343,644,5,0.7780808,B,284.9902754,649.6433246,1460.073372,5.696325877
Rectangular RC,272,839,7563,1167,276,232,45,31528.55848,495,1735,200000,3375,610,291,7,0.3534195,B,149.8462477,623.993675,1179.816041,6.392483226
Rectangular RC,507,453,9213,507,0,273,45,31528.55848,481,1623,200000,3656,188,758,5,0.8611638,U,81.424933,271.165345,624.5615809,24.97473152
Prestressed T-Beam,398,322,3200,398,224,314,35,27805.57498,423,1868,200000,1721,636,869,9,1.1363044,U,28.48233743,217.2654097,173.8123277,11.68438364
Prestressed T-Beam,329,1018,7403,1487,0,150,36,28200,439,1829,200000,3647,359,821,3,1.0511263,B,238.6654172,766.440675,1418.490079,18.59425226
Rectangular PC,445,390,6323,445,0,366,30,25742.9602,481,1708,200000,1476,378,945,2,1.129842,U,43.25104868,137.5302622,217.400962,20.01911896
Rectangular RC,511,689,6358,511,256,159,42,30459.48128,407,1787,200000,1696,172,552,1,0.6904968,B,183.4132806,268.1967806,426.2987828,14.87134379
Prestressed T-Beam,259,658,9141,259,280,387,21,21538.10577,453,1834,200000,1111,591,288,5,0.3697344,U,59.95259533,121.3625589,277.3437877,14.25319452
Rectangular PC,478,849,8017,618,0,175,20,21019.03899,410,1741,200000,1123,750,157,8,0.1913359,U,179.7649692,176.4691061,353.688206,11.71871615
Rectangular PC,302,527,9435,1273,184,364,36,28200,498,1645,200000,1949,617,757,9,0.8716855,B,58.7119106,173.6426285,409.5795499,19.03831009
Rectangular PC,495,501,5971,1136,0,294,20,21019.03899,487,1842,200000,3181,368,784,3,1.0108896,B,64.82498697,369.9202577,552.1984647,15.50886336
Prestressed T-Beam,519,649,7978,1437,0,213,21,21538.10577,476,1860,200000,4688,98,342,7,0.445284,U,116.8727299,532.62946,1062.329458,13.53805243
Rectangular RC,540,1120,3585,540,0,371,47,32221.57662,494,1838,200000,2392,77,178,4,0.2290148,U,541.7831872,1371.321856,1229.047213,8.033568656
Prestressed T-Beam,350,1065,6345,714,0,304,36,28200,455,1740,200000,4113,928,762,7,0.928116,U,277.885125,1091.446217,1731.306562,18.35288354
Prestressed T-Beam,356,337,6854,356,0,352,48,32562.55518,493,1751,200000,4404,185,405,5,0.4964085,U,32.67963581,265.7862111,455.4246728,13.73884455
Rectangular RC,405,1032,8816,405,0,217,23,22540.40816,428,1628,200000,4159,392,743,6,0.8467228,U,241.3376755,700.3026995,1543.46715,7.085932982
Rectangular RC,378,799,7604,378,0,167,31,26168.49251,441,1618,200000,2329,914,709,8,0.8030134,B,156.7519655,375.4687602,713.7661132,11.8587056
Rectangular PC,396,998,6424,1036,168,232,48,32562.55518,405,1680,200000,3911,121,379,9,0.445704,B,318.8039376,884.176093,1419.986805,5.913242274
Prestressed T-Beam,422,342,7100,422,189,377,29,25310.27459,402,1775,200000,2305,669,111,8,0.1379175,B,31.01062017,127.8780749,226.983583,7.464984098
Rectangular RC,288,1170,9436,288,116,385,29,25310.27459,491,1820,200000,981,713,384,6,0.489216,U,247.6908707,221.2492512,521.9269836,24.87142654
Rectangular RC,486,925,3359,486,180,259,34,27405.47391,473,1887,200000,4430,190,361,5,0.4768449,B,282.8824358,1990.979913,1671.925382,20.82750587
Rectangular PC,475,1071,6669,475,210,327,30,25742.9602,497,1645,200000,3804,436,210,4,0.241815,U,348.1608775,1066.43695,1778.017006,24.75504742
Prestressed T-Beam,435,816,7309,435,0,239,26,23965.39171,464,1680,200000,3804,906,697,2,0.819672,B,172.3070464,648.8365127,1185.586518,23.80984155
Rectangular RC,382,367,6477,535,166,342,29,25310.27459,411,1670,200000,3532,153,862,8,1.007678,U,32.32520442,212.84453,344.6485052,24.15482364
Prestressed T-Beam,408,1039,8555,408,0,169,38,28972.74581,435,1829,200000,3325,921,500,3,0.64015,B,316.759644,630.029974,1347.476607,14.57532945
Rectangular RC,329,422,7658,329,0,270,44,31176.27303,455,1722,200000,2586,909,412,6,0.4966248,B,45.34129582,197.7054258,378.5070376,18.54203023
Prestressed T-Beam,352,984,5812,352,0,211,37,28588.98389,451,1622,200000,3155,911,131,1,0.1487374,U,241.8691687,849.2713802,1233.991315,5.2471037
Rectangular PC,212,635,3044,1213,159,224,21,21538.10577,431,1697,200000,725,294,188,5,0.2233252,U,45.70247803,222.2281148,169.1155954,12.59701802
Rectangular PC,321,452,5750,321,0,336,26,23965.39171,455,1788,200000,3466,29,480,3,0.600768,B,39.0135406,316.3376101,454.7353145,18.50748962
Rectangular RC,558,1078,3633,558,169,174,48,32562.55518,410,1731,200000,3027,968,893,1,1.0820481,B,524.1301334,1364.040647,1238.889918,8.077991705
Rectangular RC,419,968,8531,419,0,273,44,31176.27303,400,1729,200000,2890,652,830,7,1.004549,U,303.8350454,476.2300709,1015.679684,22.90264339
Prestressed T-Beam,305,461,4210,305,0,398,33,26999.44444,405,1785,200000,2954,102,810,8,1.012095,U,43.44156372,384.8614595,405.0666861,7.143339887
Rectangular RC,574,513,4749,639,0,232,41,30094.68392,490,1627,200000,3337,64,646,9,0.7357294,B,112.8457846,577.9314749,686.1491436,21.75829459
Rectangular PC,269,675,9804,269,260,245,30,25742.9602,478,1760,200000,3846,374,638,4,0.786016,B,78.31901966,366.400208,898.0469099,17.3048069
Rectangular PC,394,742,6241,394,0,214,20,21019.03899,473,1878,200000,1138,230,262,2,0.3444252,B,113.1789915,224.0097169,349.5111608,22.19545133
Rectangular RC,385,722,5768,385,0,342,41,30094.68392,423,1683,200000,2415,641,117,8,0.1378377,B,149.9249258,447.3202844,645.0358502,9.478929477
Rectangular RC,298,837,3593,1196,0,216,39,29351.49059,471,1886,200000,525,22,449,9,0.5927698,B,152.1059746,212.5159493,190.8924515,17.74684412
Rectangular PC,281,1103,4424,987,0,207,24,23025.20358,480,1647,200000,2211,289,627,4,0.7228683,B,195.3933394,919.1984459,1016.633481,9.45762938
Rectangular RC,274,1000,9389,274,0,387,23,22540.40816,423,1645,200000,2080,320,770,6,0.886655,U,153.3067477,324.3759181,761.3913737,10.22863738
Prestressed T-Beam,573,933,4926,1369,0,189,33,26999.44444,476,1644,200000,886,616,416,5,0.4787328,B,334.288679,297.0406068,365.8055073,7.271779906
Rectangular PC,539,529,3856,539,0,373,22,22044.95407,408,1817,200000,1479,41,476,9,0.6054244,B,82.53881687,279.5353535,269.4720808,22.08548309
Rectangular PC,391,358,8988,999,0,324,37,28588.98389,458,1694,200000,1451,169,329,4,0.3901282,U,35.56235085,82.36104984,185.065279,21.04272884
Rectangular RC,524,395,3551,524,0,249,37,28588.98389,469,1777,200000,4385,836,481,7,0.5983159,U,58.01938619,648.8887324,576.0509722,10.63164594
Rectangular RC,413,561,7138,413,251,320,45,31528.55848,492,1634,200000,610,422,853,2,0.9756614,U,101.7252628,83.92274788,149.7601436,8.594292742
Rectangular RC,514,653,5888,514,0,285,46,31876.95092,422,1655,200000,1065,991,901,1,1.0438085,U,173.4263912,179.93037,264.8575047,20.96728343
Rectangular PC,581,611,7274,581,220,371,23,22540.40816,485,1658,200000,4364,201,228,1,0.2646168,B,121.3582375,541.5951034,984.8906955,14.26938631
Rectangular PC,566,435,4480,566,0,252,22,22044.95407,484,1619,200000,2276,533,172,5,0.1949276,U,58.60748366,325.0272011,364.0304653,11.55822653
Rectangular RC,517,1161,9678,1457,0,211,46,31876.95092,416,1775,200000,2738,471,583,7,0.7243775,U,551.4176817,508.5767154,1230.501363,18.62871982
Prestressed T-Beam,343,1094,3606,343,0,397,47,32221.57662,497,1685,200000,2603,761,591,5,0.6970845,U,328.3405207,1426.85553,1286.31026,12.69888133
Rectangular RC,583,772,3671,583,245,311,41,30094.68392,489,1747,200000,3597,34,807,4,0.9868803,U,259.5624552,1296.012019,1189.41503,19.56101154
Prestressed T-Beam,415,931,6315,415,0,157,29,25310.27459,424,1661,200000,4705,734,528,9,0.6139056,B,225.9920945,986.8699548,1558.020941,9.187212394
Prestressed T-Beam,560,729,8022,560,0,174,48,32562.55518,437,1693,200000,3507,43,739,2,0.8757889,B,240.5528419,491.3373124,985.37698,16.35954252
Rectangular RC,523,836,3016,523,0,303,35,27805.57498,402,1613,200000,2998,499,413,2,0.4663183,U,252.2871063,1190.443946,897.5947353,22.49756095
Prestressed T-Beam,214,1153,8231,214,131,368,22,22044.95407,466,1704,200000,4748,815,631,1,0.7526568,B,155.6791738,886.0523316,1823.274185,21.22808702
Rectangular PC,416,445,8734,416,0,331,38,28972.74581,413,1777,200000,1288,817,592,5,0.7363888,U,59.24503229,90.79851746,198.2585629,23.87085674
Rectangular RC,234,823,5873,234,185,360,39,29351.49059,409,1808,200000,3221,495,820,5,1.037792,U,115.4767682,615.1418883,903.1820775,5.421804099
Rectangular RC,382,386,5594,382,0,364,49,32900,465,1668,200000,1511,980,271,1,0.3164196,B,46.48178547,156.459068,218.8080067,23.57000029
Prestressed T-Beam,469,408,8149,571,0,318,34,27405.47391,470,1662,200000,2024,186,401,6,0.4665234,U,53.11038101,149.6123479,304.7977557,9.808792361
Rectangular RC,557,722,8311,557,0,229,24,23025.20358,413,1770,200000,4185,841,974,5,1.206786,B,165.9518128,493.6650624,1025.712583,23.88863302
Prestressed T-Beam,299,644,5484,299,0,221,30,25742.9602,480,1882,200000,3932,90,481,7,0.6336694,B,79.24107161,643.8920301,882.7759733,10.10442508
Rectangular PC,206,565,9322,206,0,212,28,24870.06232,409,1786,200000,4108,800,459,1,0.5738418,U,40.59662419,245.9530945,573.1936867,8.744092392
Rectangular PC,229,1033,3615,229,0,371,32,26587.21497,498,1835,200000,4788,527,816,3,1.048152,U,161.2716035,2081.92691,1881.541445,17.55461025
Rectangular RC,504,885,9820,504,0,349,30,25742.9602,448,1766,200000,1267,126,604,9,0.7466648,B,252.2461201,187.3750614,460.0057758,19.53364446
Rectangular RC,343,793,9777,343,0,224,40,29725.41001,490,1811,200000,1890,772,860,6,1.090222,B,159.1538981,265.5233435,649.0054324,24.24202538
Rectangular PC,310,632,6205,310,248,156,33,26999.44444,461,1716,200000,3499,727,796,2,0.9561552,U,82.98500222,506.1366836,785.1445304,11.02323222
Prestressed T-Beam,431,1121,5849,431,0,362,20,21019.03899,447,1832,200000,4867,427,777,9,0.9964248,U,282.5857663,1368.842334,2001.589703,14.041135
Rectangular RC,378,712,7407,967,0,247,28,24870.06232,402,1762,200000,1043,111,463,3,0.5710642,U,118.2980518,144.0521131,266.7485004,17.09491572
Rectangular RC,271,913,6807,271,266,234,32,26587.21497,446,1680,200000,4446,218,371,3,0.436296,B,149.0845452,845.945947,1439.588515,21.47622066
Rectangular RC,409,948,5072,409,209,218,21,21538.10577,459,1864,200000,827,269,522,2,0.6811056,U,196.5153231,260.297456,330.0571742,20.63111496
